120113108,大张庄镇,大张庄
120113111,西堤头镇,西堤头
120113400,科技园区北区,科技园区北区
120113401,科技园区南区,科技园区南区
120113402,天津医药医疗器械工业园,天津医药医疗器械工业园
120113403,天津陆路港物流装备产业园,天津陆路港物流装备产业园
120113404,天津风电产业园,天津风电产业园
120113500,红旗农场,红旗农场
120113501,曙光农场,曙光农场
120114001,杨村街道,杨村
120114002,下朱庄街道,下朱庄
120114003,东蒲洼街道,东蒲洼
120114004,黄庄街道,黄庄
120114005,徐官屯街道,徐官屯
120114006,运河西街道,运河西
120114101,梅厂镇,梅厂
120114102,大碱厂镇,大碱厂
120114103,崔黄口镇,崔黄口
120114104,大良镇,大良
120114105,下伍旗镇,下伍旗
120114106,南蔡村镇,南蔡村
120114107,大孟庄镇,大孟庄
120114108,泗村店镇,泗村店
120114109,河西务镇,河西务
120114110,城关镇,城关
120114111,东马圈镇,东马圈
120114112,黄花店镇,黄花店
120114113,石各庄镇,石各庄
120114114,王庆坨镇,王庆坨
120114115,汊沽港镇,汊沽港
120114116,河北屯镇,河北屯
120114117,上马台镇,上马台
120114118,大王古庄镇,大王古庄
120114119,陈咀镇,陈咀
120114120,豆张庄镇,豆张庄
120114121,曹子里镇,曹子里
120114122,大黄堡镇,大黄堡
120114123,高村镇,高村
120114124,白古屯镇,白古屯
120114400,天津经济技术开发区逸仙科学工业园,天津经济技术开发区逸仙科学工业园
120114401,武清经济技术开发区,武清经济技术开发区
120114402,天津武清商务区,天津武清商务区
120114403,天津京滨工业园,天津京滨工业园
120114404,天津京津电子商务产业园,天津京津电子商务产业园
120114405,天津武清汽车产业园,天津武清汽车产业园
120114406,天津京津科技谷,天津京津科技谷
120114407,京津高村科技创新园,京津高村科技创新园
120114500,武清农场,武清农场
120115001,海滨街道,海滨
120115002,宝平街道,宝平
120115003,钰华街道,钰华
120115006,周良街道,周良
120115007,潮阳街道,潮阳
120115008,朝霞街道,朝霞
120115101,大口屯镇,大口屯
120115103,王卜庄镇,王卜庄
120115104,方家庄镇,方家庄
120115105,林亭口镇,林亭口
120115106,八门城镇,八门城
120115107,大钟庄镇,大钟庄
120115108,新安镇,新安
120115111,霍各庄镇,霍各庄
120115113,新开口镇,新开口
120115115,大唐庄镇,大唐庄
120115119,牛道口镇,牛道口
120115120,史各庄镇,史各庄
120115121,郝各庄镇,郝各庄
120115123,牛家牌镇,牛家牌
120115124,尔王庄镇,尔王庄
120115125,黄庄镇,黄庄
120115126,口东镇,口东
120115127,大白镇,大白
120115456,宝坻经济开发区,宝坻经济开发区
120115500,里自沽农场,里自沽农场
120115501,黄庄农场,黄庄农场
120115502,大钟农场,大钟农场
120116001,塘沽街道,塘沽
120116005,杭州道街道,杭州道
120116006,新河街道,新河
120116007,大沽街道,大沽
120116008,新北街道,新北
120116009,北塘街道,北塘
120116011,胡家园街道,胡家园
120116012,新港街道,新港
120116013,新村街道,新村
120116014,天津经济技术开发区东区泰达街道,天津经济技术开发区东区泰达
120116031,汉沽街道,汉沽
120116032,寨上街道,寨上
120116033,茶淀街道,茶淀
120116051,大港街道,大港
120116053,古林街道,古林
120116054,海滨街道,海滨
120116100,新城镇,新城
120116135,杨家泊镇,杨家泊
120116156,太平镇,太平
120116157,小王庄镇,小王庄
120116158,中塘镇,中塘
120116400,天津经济技术开发区（其他片区）,天津经济技术开发区（其他片区）
120116401,天津港保税区,天津港保税区
120116402,天津滨海新区高新技术产业开发区,天津滨海新区高新技术产业开发区
120116403,东疆保税港区,东疆保税港区
120116406,中新天津生态城,中新天津生态城
120117100,芦台镇,芦台
120117102,宁河镇,宁河
120117103,苗庄镇,苗庄
120117104,丰台镇,丰台
120117105,岳龙镇,岳龙
120117106,板桥镇,板桥
120117107,潘庄镇,潘庄
120117109,造甲城镇,造甲城
120117110,七里海镇,七里海
120117111,大北涧沽镇,大北涧沽
120117112,东棘坨镇,东棘坨
120117113,北淮淀镇,北淮淀
120117114,俵口镇,俵口
120117115,廉庄镇,廉庄
120117400,宁河区贸易开发区,宁河区贸易开发区
120117401,宁河区经济开发区,宁河区经济开发区
120117402,天津未来科技城天津经济技术开发区片区,天津未来科技城天津经济技术开发区片区
120117403,天津未来科技城滨海高新区片区,天津未来科技城滨海高新区片区
120117451,天津未来科技城宁河片区现代产业区组团,天津未来科技城宁河片区现代产业区组团
120117452,天津未来科技城宁河片区潘庄工业区组团,天津未来科技城宁河片区潘庄工业区组团
120117453,天津未来科技城宁河片区北淮淀组团,天津未来科技城宁河片区北淮淀组团
120117500,潘庄农场,潘庄农场
120118001,华康街道,华康
120118100,静海镇,静海
120118101,唐官屯镇,唐官屯
120118102,独流镇,独流
120118103,王口镇,王口
120118104,台头镇,台头
120118105,子牙镇,子牙
120118106,陈官屯镇,陈官屯
120118107,中旺镇,中旺
120118108,大邱庄镇,大邱庄
120118109,蔡公庄镇,蔡公庄
120118110,梁头镇,梁头
120118111,团泊镇,团泊
120118112,双塘镇,双塘
120118113,大丰堆镇,大丰堆
120118114,沿庄镇,沿庄
120118115,西翟庄镇,西翟庄
120118200,良王庄乡,良王庄
120118201,杨成庄乡,杨成庄
120118400,天津静海经济开发区,天津静海经济开发区
120118402,天津子牙循环经济产业区,天津子牙循环经济产业区
120118403,团泊新城,团泊新城
120119001,文昌街道,文昌
120119100,渔阳镇,渔阳
120119101,洇溜镇,洇溜
120119102,官庄镇,官庄
120119103,马伸桥镇,马伸桥
120119104,下营镇,下营
120119105,邦均镇,邦均
120119106,别山镇,别山
120119108,尤古庄镇,尤古庄
120119109,上仓镇,上仓
120119111,下仓镇,下仓
120119112,罗庄子镇,罗庄子
120119113,白涧镇,白涧
120119115,侯家营镇,侯家营
120119116,桑梓镇,桑梓
120119117,东施古镇,东施古
120119118,下窝头镇,下窝头
120119119,杨津庄镇,杨津庄
120119120,出头岭镇,出头岭
120119121,西龙虎峪镇,西龙虎峪
120119122,穿芳峪镇,穿芳峪
120119123,东二营镇,东二营
120119124,许家台镇,许家台
120119125,礼明庄镇,礼明庄
120119126,东赵各庄镇,东赵各庄
120119127,州河湾镇,州河湾
120119203,孙各庄乡,孙各庄
120119401,天津市蓟州区京津州河科技产业园管理委员会,天津市蓟州区京津州河科技产业园管理委员会
130102001,建北街道,建北
130102002,青园街道,青园
130102003,广安街道,广安
130102004,育才街道,育才
130102005,跃进街道,跃进
130102007,河东街道,河东
130102010,长丰街道,长丰
130102011,谈固街道,谈固
130102012,中山东路街道,中山东路
130102013,阜康街道,阜康
130102014,建安街道,建安
130102015,胜利北街道,胜利北
130102100,西兆通镇,西兆通
130102101,南村镇,南村
130102102,高营镇,高营
130102103,桃园镇,桃园
130104001,东里街道,东里
130104002,中山街道,中山
130104004,南长街道,南长
130104005,维明街道,维明
130104007,友谊街道,友谊
130104008,红旗街道,红旗
130104009,新石街道,新石
130104010,苑东街道,苑东
130104011,西里街道,西里
130104012,振头街道,振头
130104013,留营街道,留营
130104014,长兴街道,长兴
130104015,彭后街道,彭后
130104016,东风街道,东风
130104017,东华街道,东华
130104018,休门街道,休门
130104019,汇通街道,汇通
130105001,革新街街道,革新街
130105003,新华路街道,新华路
130105004,宁安街道,宁安
130105005,东焦街道,东焦
130105006,西苑街道,西苑
130105007,合作路街道,合作路
130105008,联盟街道,联盟
130105009,石岗街道,石岗
130105011,天苑街道,天苑
130105012,北苑街道,北苑
130105013,赵陵铺路街道,赵陵铺路
130105014,西三庄街道,西三庄
130105015,大郭街道,大郭
130105016,杜北街道,杜北
130105017,赵佗路街道,赵佗路
130107001,矿市街道,矿市
130107002,四微街道,四微
130107100,贾庄镇,贾庄
130107101,凤山镇,凤山
130107200,横涧乡,横涧
130108001,裕兴街道,裕兴
130108002,裕强街道,裕强
130108003,东苑街道,东苑
130108004,建通街道,建通
130108005,槐底街道,槐底
130108006,裕华路街道,裕华路
130108007,裕东街道,裕东
130108008,裕翔街道,裕翔
130108009,建华南街道,建华南
130108101,方村镇,方村
130109100,廉州镇,廉州
130109101,兴安镇,兴安
130109102,贾市庄镇,贾市庄
130109103,南营镇,南营
130109104,梅花镇,梅花
130109105,岗上镇,岗上
130109107,南董镇,南董
130109108,张家庄镇,张家庄
130109109,南孟镇,南孟
130109110,增村镇,增村
130109111,常安镇,常安
130109112,西关镇,西关
130109200,九门回族乡,九门回族
130109500,石家庄经济技术开发区,石家庄经济技术开发区
130110100,获鹿镇,获鹿
130110101,铜冶镇,铜冶
130110102,寺家庄镇,寺家庄
130110103,上庄镇,上庄
130110104,李村镇,李村
130110105,宜安镇,宜安
130110106,黄壁庄镇,黄壁庄
130110107,大河镇,大河
130110108,山尹村镇,山尹村
130110200,石井乡,石井
130110201,白鹿泉乡,白鹿泉
130110202,上寨乡,上寨
130110500,河北鹿泉经济开发区,河北鹿泉经济开发区
130111100,栾城镇,栾城
130111103,冶河镇,冶河
130111104,窦妪镇,窦妪
130111105,楼底镇,楼底
130111200,南高乡,南高
130111201,柳林屯乡,柳林屯
130111202,西营乡,西营
130121100,微水镇,微水
130121101,上安镇,上安
130121102,天长镇,天长
130121103,秀林镇,秀林
130121104,南峪镇,南峪
130121105,威州镇,威州
130121106,小作镇,小作
130121107,南障城镇,南障城
130121108,苍岩山镇,苍岩山
130121109,测鱼镇,测鱼
130121200,吴家窑乡,吴家窑
130121201,北正乡,北正
130121202,于家乡,于家
130121203,孙庄乡,孙庄
130121204,南陉乡,南陉
130121205,辛庄乡,辛庄
130121206,南王庄乡,南王庄
130123001,诸福屯街道,诸福屯
130123002,三里屯街道,三里屯
130123100,正定镇,正定
130123102,新城铺镇,新城铺
130123103,新安镇,新安
130123200,南牛乡,南牛
130123201,南楼乡,南楼
130123202,西平乐乡,西平乐
130123203,北早现乡,北早现
130123204,曲阳桥乡,曲阳桥
130125100,龙州镇,龙州
130125101,南桥镇,南桥
130125102,上碑镇,上碑
130125103,口头镇,口头
130125200,独羊岗乡,独羊岗
130125201,安香乡,安香
130125202,只里乡,只里
130125203,市同乡,市同
130125204,翟营乡,翟营
130125205,城寨乡,城寨
130125206,上方乡,上方
130125207,玉亭乡,玉亭
130125208,北河乡,北河
130125209,上闫庄乡,上闫庄
130125210,九口子乡,九口子
130125400,开发区,开发区
130126100,灵寿镇,灵寿
130126101,青同镇,青同
130126102,塔上镇,塔上
